date,location_id,city,country,latitude,longitude,timezone,location_confidence,location_source,temp_c,temp_c_max,temp_c_min,humidity_pct,heat_index_c,uv_index,sunshine_h,shortwave_mj_m2,precipitation_mm,wind_kmh,aqi,aqi_us,pm2_5,pm10
2015-03-31,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,16.500,19.900,13.100,67,16.500,6.794,11.713,21.060,0.200,18.000,,,,
2015-04-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,3.700,10.100,-1.400,57,3.700,7.487,12.000,23.210,0.000,17.700,,,,
2015-04-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.500,15.900,-2.200,62,7.500,7.361,11.037,22.820,0.900,22.100,,,,
2015-04-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.900,14.900,10.100,87,12.900,1.674,0.489,5.190,5.400,20.400,,,,
2015-04-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.500,14.300,3.200,61,9.500,7.668,12.008,23.770,1.900,32.300,,,,
2015-04-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.600,14.800,0.700,54,7.600,6.271,11.682,19.440,0.000,27.200,,,,
2015-04-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.200,16.600,0.300,73,9.200,7.468,12.057,23.150,0.300,12.800,,,,
2015-04-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.200,15.300,5.800,85,10.200,3.019,5.254,9.360,3.400,15.600,,,,
2015-04-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,5.000,6.800,4.000,77,5.000,1.974,0.115,6.120,0.500,20.400,,,,
2015-04-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,4.000,6.600,2.800,83,4.000,1.861,0.108,5.770,0.200,15.100,,,,
2015-04-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,8.800,13.800,3.700,92,8.800,1.726,0.000,5.350,0.700,16.200,,,,
2015-04-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.200,13.300,6.000,60,10.200,7.581,12.119,23.500,0.000,20.700,,,,
2015-04-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.100,16.800,1.300,59,9.100,8.216,12.604,25.470,0.000,10.700,,,,
2015-04-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.200,18.500,4.000,69,11.200,7.345,10.539,22.770,0.000,18.000,,,,
2015-04-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.900,16.400,10.500,76,12.900,2.197,0.121,6.810,1.000,17.900,,,,
2015-04-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.900,19.000,7.300,48,12.900,7.881,11.501,24.430,0.000,16.800,,,,
2015-04-16,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.400,14.900,5.300,58,10.400,7.800,12.000,24.180,0.000,14.200,,,,
2015-04-17,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.200,19.400,10.100,79,14.200,3.577,6.869,11.090,3.600,15.800,,,,
2015-04-18,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.200,23.400,7.800,64,16.200,7.897,13.110,24.480,0.000,18.400,,,,
2015-04-19,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.300,13.200,6.800,59,10.300,8.035,11.944,24.910,0.000,17.000,,,,
2015-04-20,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.800,15.200,6.900,93,10.800,1.655,2.511,5.130,26.800,28.200,,,,
2015-04-21,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.400,17.700,8.700,70,13.400,6.923,12.154,21.460,6.900,20.600,,,,
2015-04-22,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.300,18.700,5.300,69,11.300,6.245,10.625,19.360,4.000,23.900,,,,
2015-04-23,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,6.900,9.800,4.000,50,6.900,6.616,13.094,20.510,0.400,28.000,,,,
2015-04-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,4.900,8.800,1.500,47,4.900,5.423,10.297,16.810,0.000,24.700,,,,
2015-04-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,7.100,14.100,0.800,54,7.100,8.184,13.155,25.370,0.000,14.800,,,,
2015-04-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.100,13.700,4.000,58,9.100,6.152,10.753,19.070,0.000,14.000,,,,
2015-04-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.900,14.600,4.900,56,9.900,6.732,13.609,20.870,0.000,18.600,,,,
2015-04-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.200,18.400,8.000,57,12.200,5.877,13.364,18.220,0.000,19.000,,,,
2015-04-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.800,22.100,8.900,61,14.800,8.139,13.718,25.230,0.000,15.000,,,,
2015-04-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.000,15.400,7.100,74,11.000,7.690,12.929,23.840,0.000,17.800,,,,
2015-05-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,9.800,13.400,7.500,73,9.800,4.484,9.369,13.900,0.000,10.500,,,,
2015-05-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,10.900,17.600,6.500,75,10.900,7.748,13.807,24.020,0.000,17.100,,,,
2015-05-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.100,22.900,6.000,67,14.100,8.400,13.824,26.040,0.000,12.200,,,,
2015-05-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.200,26.000,9.000,58,18.200,8.313,13.841,25.770,0.000,17.200,,,,
2015-05-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.400,25.800,14.700,60,20.400,7.274,13.284,22.550,0.000,15.100,,,,
2015-05-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.200,19.400,12.700,63,17.200,4.977,10.746,15.430,0.000,12.900,,,,
2015-05-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.900,23.600,10.000,67,16.900,8.923,13.892,27.660,0.000,13.500,,,,
2015-05-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.800,26.200,10.800,69,17.800,8.919,13.909,27.650,0.000,15.800,,,,
2015-05-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.400,18.400,11.600,89,15.400,2.910,1.055,9.020,0.000,10.500,,,,
2015-05-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.400,26.800,15.500,82,20.400,6.587,9.965,20.420,0.000,15.000,,,,
2015-05-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.100,26.400,17.800,84,21.100,5.690,9.045,17.640,0.600,15.500,,,,
2015-05-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.400,29.200,17.900,64,23.400,7.106,12.362,22.030,0.000,24.500,,,,
2015-05-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.800,18.800,12.300,48,15.800,6.168,12.992,19.120,0.000,25.500,,,,
2015-05-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.000,20.600,9.200,43,15.000,9.610,14.000,29.790,0.000,16.600,,,,
2015-05-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.300,22.200,10.500,49,16.300,7.816,12.785,24.230,0.000,16.500,,,,
2015-05-16,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.600,25.400,12.800,71,18.600,5.671,8.674,17.580,6.300,12.300,,,,
2015-05-17,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.800,26.700,16.600,81,21.800,6.616,12.576,20.510,6.300,7.900,,,,
2015-05-18,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.800,19.700,14.000,84,16.800,4.006,7.055,12.420,0.000,16.300,,,,
2015-05-19,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.900,24.900,13.900,85,17.900,3.619,6.331,11.220,5.800,11.600,,,,
2015-05-20,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,15.200,19.200,11.700,53,15.200,8.758,12.491,27.150,0.000,22.700,,,,
2015-05-21,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,12.200,14.800,9.200,58,12.200,4.045,8.253,12.540,0.000,11.600,,,,
2015-05-22,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.200,21.400,11.200,51,16.200,8.710,14.000,27.000,0.000,25.600,,,,
2015-05-23,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.900,19.000,9.000,41,13.900,9.932,14.001,30.790,0.000,17.100,,,,
2015-05-24,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,17.700,25.100,9.800,49,17.700,9.310,13.764,28.860,0.000,14.000,,,,
2015-05-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.500,28.300,14.000,62,21.500,8.758,13.939,27.150,0.000,17.900,,,,
2015-05-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.000,29.900,17.200,60,23.000,8.306,13.889,25.750,0.000,17.000,,,,
2015-05-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.200,29.400,18.800,74,23.200,7.568,12.696,23.460,3.300,19.500,,,,
2015-05-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.400,29.900,18.600,78,23.400,7.552,11.805,23.410,3.800,14.900,,,,
2015-05-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.800,26.300,15.600,68,20.800,9.519,14.067,29.510,0.000,13.600,,,,
2015-05-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.200,28.300,16.800,74,22.200,8.281,14.000,25.670,0.000,19.200,,,,
2015-05-31,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.700,29.000,19.500,76,22.700,7.010,12.674,21.730,7.800,16.100,,,,
2015-06-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.700,21.400,12.500,96,16.700,1.813,1.140,5.620,25.300,19.400,,,,
2015-06-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,11.700,12.300,11.000,96,11.700,0.903,0.000,2.800,25.100,17.200,,,,
2015-06-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.900,18.700,11.400,80,13.900,6.597,9.423,20.450,0.500,11.300,,,,
2015-06-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,13.600,16.200,12.000,78,13.600,3.971,4.542,12.310,0.500,13.100,,,,
2015-06-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,14.500,17.300,12.200,83,14.500,2.758,2.235,8.550,0.300,11.000,,,,
2015-06-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.500,23.000,13.600,71,18.500,7.416,14.000,22.990,2.400,19.200,,,,
2015-06-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,16.200,21.300,10.400,70,16.200,8.519,14.138,26.410,0.000,18.500,,,,
2015-06-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.400,24.400,14.900,74,19.400,6.542,13.630,20.280,1.300,19.100,,,,
2015-06-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.600,26.200,18.100,81,21.600,5.910,9.692,18.320,2.600,18.400,,,,
2015-06-10,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,22.700,25.900,19.900,74,22.700,8.648,12.843,26.810,0.000,18.300,,,,
2015-06-11,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,22.700,26.800,19.300,69,22.700,8.374,12.984,25.960,0.000,18.600,,,,
2015-06-12,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,22.800,26.600,19.700,70,22.800,8.987,13.312,27.860,0.000,18.900,,,,
2015-06-13,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.000,26.700,19.500,69,23.000,8.977,13.225,27.830,0.000,16.700,,,,
2015-06-14,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,22.900,26.700,18.700,70,22.900,8.823,13.306,27.350,0.000,16.500,,,,
2015-06-15,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.100,27.200,19.100,74,23.100,8.852,13.303,27.440,0.000,17.100,,,,
2015-06-16,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.900,27.900,20.100,74,23.900,8.797,13.301,27.270,0.000,17.000,,,,
2015-06-17,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,24.700,29.300,20.600,71,24.700,9.126,13.298,28.290,0.000,16.900,,,,
2015-06-18,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.500,30.000,21.400,65,25.500,9.219,13.380,28.580,0.000,17.300,,,,
2015-06-19,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,25.400,28.200,22.900,58,25.400,9.148,13.294,28.360,0.000,20.600,,,,
2015-06-20,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.500,26.400,20.700,75,23.500,7.606,13.291,23.580,0.800,17.900,,,,
2015-06-21,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.200,26.600,19.800,72,23.200,8.290,12.811,25.700,0.000,17.000,,,,
2015-06-22,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.600,27.500,20.000,69,23.600,9.010,13.371,27.930,0.000,17.600,,,,
2015-06-23,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.200,27.000,19.300,71,23.200,8.684,13.370,26.920,0.000,18.300,,,,
2015-06-24,tel_aviv,Tel Aviv,IL,32.081,34.781,Asia/Jerusalem,0.650,seeded_itinerary,23.100,26.700,19.500,69,23.100,8.245,13.237,25.560,0.000,19.700,,,,
2015-06-25,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.000,26.900,16.300,63,22.000,7.548,9.950,23.400,0.000,11.200,,,,
2015-06-26,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.000,24.600,19.600,70,22.000,7.287,13.094,22.590,0.100,12.300,,,,
2015-06-27,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,18.500,20.600,16.800,83,18.500,2.245,1.107,6.960,35.000,24.200,,,,
2015-06-28,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.400,22.100,17.300,88,19.400,3.245,5.023,10.060,33.300,20.600,,,,
2015-06-29,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,19.700,22.900,16.000,70,19.700,5.497,11.023,17.040,0.000,18.600,,,,
2015-06-30,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.500,25.800,16.400,77,21.500,8.090,14.000,25.080,0.300,19.500,,,,
2015-07-01,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.100,27.000,20.100,78,23.100,7.545,12.000,23.390,11.200,20.100,,,,
2015-07-02,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,20.900,24.500,17.300,78,20.900,6.203,10.116,19.230,0.000,8.000,,,,
2015-07-03,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.300,26.100,17.400,67,21.300,9.368,13.000,29.040,0.000,13.700,,,,
2015-07-04,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,21.000,23.200,18.500,76,21.000,5.635,11.349,17.470,1.500,13.300,,,,
2015-07-05,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.400,27.400,17.300,74,22.400,7.842,13.978,24.310,0.000,8.900,,,,
2015-07-06,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.400,26.200,18.500,83,22.400,5.184,8.439,16.070,0.300,11.000,,,,
2015-07-07,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.900,29.000,22.100,85,24.900,5.726,11.391,17.750,4.500,13.500,,,,
2015-07-08,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,25.000,29.000,22.200,81,25.000,5.639,12.000,17.480,8.000,14.800,,,,
2015-07-09,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.500,25.800,21.200,82,22.500,4.594,7.582,14.240,3.100,13.000,,,,
2015-07-10,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.600,27.700,19.900,70,23.600,9.235,14.000,28.630,0.100,19.200,,,,
2015-07-11,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.400,28.200,18.400,64,23.400,8.677,13.729,26.900,0.000,11.600,,,,
2015-07-12,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.600,29.800,18.200,65,24.600,8.423,13.824,26.110,0.100,8.000,,,,
2015-07-13,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,24.100,28.500,20.300,67,24.100,8.403,13.016,26.050,0.000,14.300,,,,
2015-07-14,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,22.600,25.700,18.600,86,22.600,4.845,10.854,15.020,6.600,14.500,,,,
2015-07-15,new_york,New York,US,40.714,-74.006,America/New_York,0.650,seeded_itinerary,23.500,26.500,21.300,83,23.500,3.519,1.927,10.910,1.800,18.700,,,,
